season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2022,REG,SEA,3,00-0031796,CB,Justin Coleman,Justin,Coleman,Calf,,Doubtful,Calf,,Did Not Participate In Practice,2022-09-23 19:56:27+00:00
2022,REG,SEA,3,00-0031608,S,Quandre Diggs,Quandre,Diggs,Knee,,Questionable,Knee,,Full Participation in Practice,2022-09-23 19:56:48+00:00
2022,REG,SF,3,00-0033288,TE,George Kittle,George,Kittle,,,,Groin,,Full Participation in Practice,2022-09-23 20:39:21+00:00
2022,REG,SF,3,00-0027857,T,Trent Williams,Trent,Williams,,,,Not injury related - resting player,,Full Participation in Practice,2022-09-23 20:38:52+00:00
2022,REG,SF,3,00-0033221,G,Daniel Brunskill,Daniel,Brunskill,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-23 20:39:51+00:00
2022,REG,SF,3,00-0037827,RB,Tyrion Davis-Price,Tyrion,Davis-Price,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-09-23 20:40:00+00:00
2022,REG,SF,3,00-0032214,TE,Tyler Kroft,Tyler,Kroft,Knee,,Out,Knee,,Did Not Participate In Practice,2022-09-23 20:40:09+00:00
2022,REG,SF,3,00-0032164,DE,Arik Armstead,Arik,Armstead,Foot,,Questionable,Foot,,Did Not Participate In Practice,2022-09-23 20:39:34+00:00
2022,REG,SF,3,00-0036256,T,Colton McKivitz,Colton,McKivitz,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-23 20:39:34+00:00
2022,REG,TB,3,00-0029562,LB,Lavonte David,Lavonte,David,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-23 19:35:29+00:00
2022,REG,TB,3,00-0019596,QB,Tom Brady,Tom,Brady,,,,right Finger,,Full Participation in Practice,2022-09-23 19:35:12+00:00
2022,REG,TB,3,00-0034778,CB,Carlton Davis,Carlton,Davis,,,,Hip,,Full Participation in Practice,2022-09-23 19:33:56+00:00
2022,REG,TB,3,00-0036985,C,Robert Hainsey,Robert,Hainsey,,,,Knee,,Full Participation in Practice,2022-09-23 19:33:56+00:00
2022,REG,TB,3,00-0037268,CB,Zyon McCollum,Zyon,McCollum,,,,Hamstring,,Full Participation in Practice,2022-09-23 19:33:56+00:00
2022,REG,TB,3,00-0035298,WR,Scott Miller,Scott,Miller,,,,Calf,,Full Participation in Practice,2022-09-23 19:33:56+00:00
2022,REG,TB,3,00-0033921,WR,Chris Godwin,Chris,Godwin,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-23 19:35:51+00:00
2022,REG,TB,3,00-0029657,DT,Akiem Hicks,Akiem,Hicks,Foot,,Out,Foot,,Did Not Participate In Practice,2022-09-23 19:36:01+00:00
2022,REG,TB,3,00-0038129,TE,Cade Otton,Cade,Otton,Not injury related - personal matter,,Doubtful,Not injury related - personal matter,,Did Not Participate In Practice,2022-09-23 19:36:13+00:00
2022,REG,TB,3,00-0032217,T,Donovan Smith,Donovan,Smith,Elbow,,Doubtful,Elbow,,Did Not Participate In Practice,2022-09-23 19:36:23+00:00
2022,REG,TB,3,00-0034411,WR,Russell Gage,Russell,Gage,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2022-09-23 19:35:33+00:00
2022,REG,TB,3,00-0033856,RB,Leonard Fournette,Leonard,Fournette,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-09-23 19:35:33+00:00
2022,REG,TB,3,00-0027944,WR,Julio Jones,Julio,Jones,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-23 19:35:33+00:00
2022,REG,TB,3,00-0032054,WR,Breshad Perriman,Breshad,Perriman,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-23 19:35:33+00:00
2022,REG,TEN,3,00-0034729,T,Jamarco Jones,Jamarco,Jones,,,,Triceps,,Did Not Participate In Practice,2022-09-22 19:27:33+00:00
2022,REG,TEN,3,00-0031254,DE,Denico Autry,Denico,Autry,,,,Not injury related - resting player,,Full Participation in Practice,2022-09-23 19:41:09+00:00
2022,REG,TEN,3,00-0037742,WR,Treylon Burks,Treylon,Burks,,,,Ankle,,Full Participation in Practice,2022-09-23 19:41:09+00:00
2022,REG,TEN,3,00-0036416,CB,Kristian Fulton,Kristian,Fulton,,,,Hamstring,,Full Participation in Practice,2022-09-23 19:41:46+00:00
2022,REG,TEN,3,00-0034253,RB,Dontrell Hilliard,Dontrell,Hilliard,,,,Hamstring,,Full Participation in Practice,2022-09-23 19:41:52+00:00
2022,REG,TEN,3,00-0033659,LB,Joseph Jones,Joseph,Jones,,,,Hamstring,,Full Participation in Practice,2022-09-23 19:42:10+00:00
2022,REG,TEN,3,00-0034204,LB,Olasunkanmi Adeniyi,Olasunkanmi,Adeniyi,Neck,,Out,Neck,,Did Not Participate In Practice,2022-09-23 19:42:39+00:00
2022,REG,TEN,3,00-0035142,S,Ugochukwu Amadi,Ugochukwu,Amadi,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-09-23 19:42:46+00:00
2022,REG,TEN,3,00-0032146,LB,Bud Dupree,Bud,Dupree,Hip,,Out,Hip,,Did Not Participate In Practice,2022-09-23 19:42:58+00:00
2022,REG,TEN,3,00-0031442,T,Taylor Lewan,Taylor,Lewan,Knee,,Out,Knee,,Did Not Participate In Practice,2022-09-23 19:43:11+00:00
2022,REG,TEN,3,00-0037273,WR,Kyle Philips,Kyle,Philips,Shoulder,,Doubtful,Shoulder,,Limited Participation in Practice,2022-09-23 19:43:21+00:00
2022,REG,TEN,3,00-0033547,LB,Zach Cunningham,Zach,Cunningham,Knee,,Questionable,Knee,,Did Not Participate In Practice,2022-09-23 19:42:30+00:00
2022,REG,WAS,3,00-0033523,DT,Jonathan Allen,Jonathan,Allen,,,,Groin,,Full Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0036334,T,Saahdiq Charles,Saahdiq,Charles,,,,Shoulder,,Full Participation in Practice,2022-09-23 18:19:51+00:00
2022,REG,WAS,3,00-0036349,S,Kamren Curl,Kamren,Curl,,,,Thumb,,Full Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0035286,LB,Cole Holcomb,Cole,Holcomb,,,,Quadricep,,Full Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0032432,G,Wes Schweitzer,Wes,Schweitzer,,,,Hamstring,,Full Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0036666,DE,Shaka Toney,Shaka,Toney,,,,Illness,,Full Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0031362,G,Trai Turner,Trai,Turner,,,,Quadricep,,Full Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0036351,DE,James Smith-Williams,James,Smith-Williams,,,,Abdomen,,Limited Participation in Practice,2022-09-23 18:19:33+00:00
2022,REG,WAS,3,00-0036403,DE,Casey Toohill,Casey,Toohill,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-09-23 18:20:43+00:00
2022,REG,WAS,3,00-0035423,DE,Daniel Wise,Daniel,Wise,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-09-23 18:20:52+00:00
2022,REG,WAS,3,00-0033107,CB,William Jackson,William,Jackson,Back,,Questionable,,,"
    ",2022-09-24 17:31:08+00:00
2022,REG,WAS,3,00-0031596,LB,David Mayo,David,Mayo,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-23 18:20:28+00:00
2022,REG,ARI,4,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 19:09:34+00:00
2022,REG,ARI,4,00-0030061,TE,Zach Ertz,Zach,Ertz,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 19:09:58+00:00
2022,REG,ARI,4,00-0033553,RB,James Conner,James,Conner,,,,Knee,,Full Participation in Practice,2022-09-30 18:00:19+00:00
2022,REG,ARI,4,00-0035500,WR,Greg Dortch,Greg,Dortch,,,,Back,,Full Participation in Practice,2022-09-30 18:00:28+00:00
2022,REG,ARI,4,00-0030585,G,Justin Pugh,Justin,Pugh,,,,Elbow,,Full Participation in Practice,2022-09-30 18:00:42+00:00
2022,REG,ARI,4,00-0027942,WR,A.J. Green,A.J.,Green,Knee,,Out,Knee,,Did Not Participate In Practice,2022-09-30 18:02:34+00:00
2022,REG,ARI,4,00-0036373,DT,Rashard Lawrence,Rashard,Lawrence,Hand,,Out,Hand,,Did Not Participate In Practice,2022-09-30 18:02:42+00:00
2022,REG,ARI,4,00-0034490,LB,Ezekiel Turner,Ezekiel,Turner,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-09-30 18:02:52+00:00
2022,REG,ARI,4,00-0035662,WR,Marquise Brown,Marquise,Brown,Foot,,Questionable,Foot,,Limited Participation in Practice,2022-09-30 18:02:20+00:00
2022,REG,ARI,4,00-0036933,LB,Zaven Collins,Zaven,Collins,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2022-09-30 18:02:20+00:00
2022,REG,ARI,4,00-0027993,C,Rodney Hudson,Rodney,Hudson,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-30 18:02:20+00:00
2022,REG,ARI,4,00-0036936,WR,Rondale Moore,Rondale,Moore,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-09-30 18:02:20+00:00
2022,REG,ARI,4,00-0023853,K,Matt Prater,Matt,Prater,right Hip,,Questionable,right Hip,,Limited Participation in Practice,2022-09-30 18:02:20+00:00
2022,REG,ARI,4,00-0027949,DE,J.J. Watt,J.J.,Watt,Calf,Illness,Questionable,Calf,Illness,Limited Participation in Practice,2022-09-30 18:02:20+00:00
2022,REG,ATL,4,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-30 17:01:31+00:00
2022,REG,BAL,4,00-0038119,CB,Jalyn Armour-Davis,Jalyn,Armour-Davis,,,,Not injury related - personal matter,,Did Not Participate In Practice,2022-09-28 20:21:01+00:00
2022,REG,BAL,4,00-0026190,DE,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 20:21:15+00:00
2022,REG,BAL,4,00-0032574,DT,Michael Pierce,Michael,Pierce,,,,Biceps,,Did Not Participate In Practice,2022-09-28 20:23:05+00:00
2022,REG,BAL,4,00-0036158,RB,J.K. Dobbins,J.K.,Dobbins,,,,Chest,,Full Participation in Practice,2022-09-30 18:59:40+00:00
2022,REG,BAL,4,00-0032165,CB,Marcus Peters,Marcus,Peters,,,,Not injury related - resting player,Knee,Full Participation in Practice,2022-09-30 18:59:40+00:00
2022,REG,BAL,4,00-0036133,WR,James Proche,James,Proche,,,,Groin,,Full Participation in Practice,2022-09-30 18:59:40+00:00
2022,REG,BAL,4,00-0028008,LB,Justin Houston,Justin,Houston,Groin,,Doubtful,Groin,,Did Not Participate In Practice,2022-09-30 19:01:17+00:00
2022,REG,BAL,4,00-0035112,G,Patrick Mekari,Patrick,Mekari,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2022-09-30 19:01:24+00:00
2022,REG,BAL,4,00-0032965,T,Ronnie Stanley,Ronnie,Stanley,Ankle,Not injury related - resting player,Questionable,Ankle,Not injury related - resting p,Did Not Participate In Practice,2022-09-30 19:01:04+00:00
2022,REG,BUF,4,00-0031588,WR,Stefon Diggs,Stefon,Diggs,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-30 18:18:44+00:00
2022,REG,BUF,4,00-0027940,LB,Von Miller,Von,Miller,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 20:03:51+00:00
2022,REG,BUF,4,00-0027648,G,Rodger Saffold,Rodger,Saffold,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 20:05:43+00:00
2022,REG,BUF,4,00-0035382,C,Ryan Bates,Ryan,Bates,,,,Concussion,,Full Participation in Practice,2022-09-30 18:18:14+00:00
2022,REG,BUF,4,00-0033904,T,Dion Dawkins,Dion,Dawkins,,,,Illness,,Full Participation in Practice,2022-09-30 18:17:40+00:00
2022,REG,BUF,4,00-0035357,CB,Cameron Lewis,Cameron,Lewis,,,,Forearm,Knee,Full Participation in Practice,2022-09-30 18:19:06+00:00
2022,REG,BUF,4,00-0037288,CB,Christian Benford,Christian,Benford,Hand,,Out,Hand,,Did Not Participate In Practice,2022-09-30 18:19:54+00:00
2022,REG,BUF,4,00-0031787,WR,Jake Kumerow,Jake,Kumerow,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-09-30 18:20:15+00:00
2022,REG,BUF,4,00-0031557,DT,Jordan Phillips,Jordan,Phillips,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 18:20:25+00:00
2022,REG,BUF,4,00-0036196,WR,Gabe Davis,Gabe,Davis,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,BUF,4,00-0036166,CB,Dane Jackson,Dane,Jackson,Neck,,Questionable,Neck,,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,BUF,4,00-0035689,TE,Dawson Knox,Dawson,Knox,Back,Hip,Questionable,Back,Hip,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,BUF,4,00-0031936,C,Mitch Morse,Mitch,Morse,Elbow,,Questionable,Elbow,,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,BUF,4,00-0032528,T,Justin Murray,Justin,Murray,Foot,,Questionable,Foot,,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,BUF,4,00-0035230,DT,Ed Oliver,Ed,Oliver,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,BUF,4,00-0030114,S,Jordan Poyer,Jordan,Poyer,Foot,,Questionable,Foot,,Limited Participation in Practice,2022-09-30 18:19:41+00:00
2022,REG,CAR,4,00-0036944,CB,Jaycee Horn,Jaycee,Horn,,,,Calf,,Full Participation in Practice,2022-09-30 15:17:26+00:00
2022,REG,CAR,4,00-0034302,LB,Frankie Luvu,Frankie,Luvu,,,,Shoulder,,Full Participation in Practice,2022-09-30 15:16:10+00:00
2022,REG,CAR,4,00-0034356,CB,Donte Jackson,Donte,Jackson,,,,Ankle,,Limited Participation in Practice,2022-09-30 15:15:04+00:00
2022,REG,CAR,4,00-0034365,TE,Ian Thomas,Ian,Thomas,,,,Ankle,,Limited Participation in Practice,2022-09-30 15:14:01+00:00
2022,REG,CAR,4,00-0033579,S,Xavier Woods,Xavier,Woods,,,,Hamstring,,Limited Participation in Practice,2022-09-30 15:14:48+00:00
2022,REG,CAR,4,00-0034382,DE,Marquis Haynes,Marquis,Haynes,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-30 15:18:40+00:00
2022,REG,CAR,4,00-0033280,RB,Christian McCaffrey,Christian,McCaffrey,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2022-09-30 15:18:00+00:00
2022,REG,CAR,4,00-0036268,WR,Laviska Shenault,Laviska,Shenault,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2022-09-30 15:18:23+00:00
2022,REG,CAR,4,00-0036315,CB,Stantley Thomas-Oliver,Stantley,Thomas-Oliver,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2022-09-30 15:19:00+00:00
2022,REG,CHI,4,00-0034874,LB,Roquan Smith,Roquan,Smith,,,,Quadricep,,Full Participation in Practice,2022-09-30 18:52:59+00:00
2022,REG,CHI,4,00-0034389,S,Dane Cruikshank,Dane,Cruikshank,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 18:54:16+00:00
2022,REG,CHI,4,00-0036292,CB,Jaylon Johnson,Jaylon,Johnson,Quadricep,,Out,Quadricep,,Did Not Participate In Practice,2022-09-30 18:54:29+00:00
2022,REG,CHI,4,00-0035685,RB,David Montgomery,David,Montgomery,Ankle,Knee,Out,Ankle,Knee,Did Not Participate In Practice,2022-09-30 18:54:43+00:00
2022,REG,CHI,4,00-0030108,TE,Ryan Griffin,Ryan,Griffin,Achilles,,Doubtful,Achilles,,Did Not Participate In Practice,2022-09-30 18:54:22+00:00
2022,REG,CHI,4,00-0034424,LB,Matthew Adams,Matthew,Adams,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2022-09-30 18:54:10+00:00
2022,REG,CHI,4,00-0031203,K,Cairo Santos,Cairo,Santos,Not injury related - personal matter,,Questionable,Not injury related - personal matter,,Did Not Participate In Practice,2022-09-30 18:54:00+00:00
2022,REG,CHI,4,00-0037745,WR,Velus Jones,Velus,Jones,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2022-09-30 18:54:35+00:00
2022,REG,CHI,4,00-0037406,LB,Sterling Weatherford,Sterling,Weatherford,Ankle,,Questionable,Ankle,,Full Participation in Practice,2022-09-30 18:54:00+00:00
2022,REG,CHI,4,00-0027952,DE,Robert Quinn,Robert,Quinn,Illness,,Questionable,Illness,,Limited Participation in Practice,2022-09-30 18:54:00+00:00
2022,REG,CIN,4,00-0032379,CB,Eli Apple,Eli,Apple,,,,Ankle,,Full Participation in Practice,2022-09-28 19:51:51+00:00
2022,REG,CIN,4,00-0036410,WR,Tee Higgins,Tee,Higgins,,,,Toe,,Full Participation in Practice,2022-09-28 19:51:51+00:00
2022,REG,CIN,4,00-0034830,TE,Hayden Hurst,Hayden,Hurst,,,,Groin,,Full Participation in Practice,2022-09-28 19:51:51+00:00
2022,REG,CIN,4,00-0033897,RB,Joe Mixon,Joe,Mixon,,,,Ankle,,Full Participation in Practice,2022-09-28 19:51:51+00:00
2022,REG,CIN,4,00-0035771,TE,Mitchell Wilcox,Mitchell,Wilcox,,,,Ankle,,Full Participation in Practice,2022-09-28 19:51:51+00:00
2022,REG,CIN,4,00-0032424,DT,D.J. Reader,D.J.,Reader,Knee,,Out,Knee,,Did Not Participate In Practice,2022-09-28 19:50:52+00:00
2022,REG,CIN,4,00-0035631,TE,Drew Sample,Drew,Sample,Knee,,Out,Knee,,Did Not Participate In Practice,2022-09-28 19:51:03+00:00
2022,REG,CIN,4,00-0031534,T,La'el Collins,La'el,Collins,Back,,Questionable,Back,,Full Participation in Practice,2022-09-28 19:51:42+00:00
2022,REG,CIN,4,00-0035697,LB,Germaine Pratt,Germaine,Pratt,Knee,,Questionable,Knee,,Full Participation in Practice,2022-09-28 19:51:28+00:00
2022,REG,CLE,4,00-0031544,WR,Amari Cooper,Amari,Cooper,,,,Not injury related - resting player,,Full Participation in Practice,2022-09-30 18:28:51+00:00
2022,REG,CLE,4,00-0034779,S,Ronnie Harrison,Ronnie,Harrison,,,,Hamstring,,Full Participation in Practice,2022-09-30 18:28:51+00:00
2022,REG,CLE,4,00-0033885,TE,David Njoku,David,Njoku,,,,Knee,,Full Participation in Practice,2022-09-30 18:29:16+00:00
2022,REG,CLE,4,00-0037314,DE,Isaiah Thomas,Isaiah,Thomas,,,,Hand,,Full Participation in Practice,2022-09-30 18:28:51+00:00
2022,REG,CLE,4,00-0031426,G,Joel Bitonio,Joel,Bitonio,,,,Biceps,,Limited Participation in Practice,2022-09-30 18:28:51+00:00
2022,REG,CLE,4,00-0033057,T,Jack Conklin,Jack,Conklin,,,,Knee,,Limited Participation in Practice,2022-09-30 18:29:01+00:00
2022,REG,CLE,4,00-0036915,LB,Jeremiah Owusu-Koramoah,Jeremiah,Owusu-Koramoah,,,,Groin,,Limited Participation in Practice,2022-09-30 18:28:51+00:00
2022,REG,CLE,4,00-0034856,CB,Denzel Ward,Denzel,Ward,,,,Back,Ribs,Limited Participation in Practice,2022-09-30 18:28:51+00:00
2022,REG,CLE,4,00-0034842,DT,Taven Bryan,Taven,Bryan,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 18:29:58+00:00
2022,REG,CLE,4,00-0032419,T,Joe Haeg,Joe,Haeg,Concussion,,Out,Concussion,,Did Not Participate In Practice,2022-09-30 18:30:12+00:00
2022,REG,CLE,4,00-0031364,DE,Jadeveon Clowney,Jadeveon,Clowney,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2022-09-30 18:29:50+00:00
2022,REG,CLE,4,00-0033868,DE,Myles Garrett,Myles,Garrett,Shoulder,Biceps,Questionable,Shoulder,Biceps,Did Not Participate In Practice,2022-09-30 18:29:50+00:00
2022,REG,DAL,4,00-0036646,WR,Simi Fehoko,Simi,Fehoko,,,,Shoulder,,Full Participation in Practice,2022-09-30 19:26:12+00:00
2022,REG,DAL,4,00-0034764,WR,Michael Gallup,Michael,Gallup,,,,Knee,,Full Participation in Practice,2022-09-30 19:26:12+00:00
2022,REG,DAL,4,00-0035413,LB,Luke Gifford,Luke,Gifford,,,,Hamstring,,Full Participation in Practice,2022-09-30 19:26:12+00:00
2022,REG,DAL,4,00-0031411,DE,Demarcus Lawrence,Demarcus,Lawrence,,,,Foot,,Full Participation in Practice,2022-09-30 19:26:21+00:00
2022,REG,DAL,4,00-0033077,QB,Dak Prescott,Dak,Prescott,right Thumb,,Out,right Thumb,,Did Not Participate In Practice,2022-09-30 19:26:54+00:00
2022,REG,DAL,4,00-0032454,S,Jayron Kearse,Jayron,Kearse,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-30 19:25:34+00:00
2022,REG,DAL,4,00-0035679,G,Connor McGovern,Connor,McGovern,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-30 19:25:34+00:00
2022,REG,DAL,4,00-0034383,TE,Dalton Schultz,Dalton,Schultz,Knee,,Questionable,Knee,,Limited Participation in Practice,2022-09-30 19:25:34+00:00
2022,REG,DEN,4,00-0036995,LB,Baron Browning,Baron,Browning,,,,Knee,,Full Participation in Practice,2022-09-30 19:50:36+00:00
2022,REG,DEN,4,00-0032144,RB,Melvin Gordon,Melvin,Gordon,,,,Neck,,Full Participation in Practice,2022-09-30 19:51:05+00:00
2022,REG,DEN,4,00-0032197,DE,Randy Gregory,Randy,Gregory,,,,Knee,,Full Participation in Practice,2022-09-30 19:51:18+00:00
2022,REG,DEN,4,00-0035227,S,P.J. Locke,P.J.,Locke,,,,Ankle,,Full Participation in Practice,2022-09-30 19:50:36+00:00
2022,REG,DEN,4,00-0036465,LB,Aaron Patrick,Aaron,Patrick,,,,Shoulder,,Full Participation in Practice,2022-09-30 19:50:36+00:00
2022,REG,DEN,4,00-0029890,DT,Mike Purcell,Mike,Purcell,,,,Neck,,Full Participation in Practice,2022-09-30 19:52:05+00:00
2022,REG,DEN,4,00-0036633,S,Caden Sterns,Caden,Sterns,,,,Hip,,Full Participation in Practice,2022-09-30 19:52:27+00:00
2022,REG,DEN,4,00-0031253,CB,K'Waun Williams,K'Waun,Williams,,,,Wrist,,Full Participation in Practice,2022-09-30 19:50:36+00:00
2022,REG,DEN,4,00-0036439,WR,Tyrie Cleveland,Tyrie,Cleveland,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 19:53:29+00:00
2022,REG,DEN,4,00-0036952,LB,Jonathon Cooper,Jonathon,Cooper,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 19:53:44+00:00
2022,REG,DEN,4,00-0037001,G,Quinn Meinerz,Quinn,Meinerz,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 19:53:49+00:00
2022,REG,DEN,4,00-0034683,CB,Darius Phillips,Darius,Phillips,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2022-09-30 19:53:56+00:00
2022,REG,DEN,4,00-0031433,T,Billy Turner,Billy,Turner,Knee,,Out,Knee,,Did Not Participate In Practice,2022-09-30 19:53:38+00:00
2022,REG,DEN,4,00-0035702,G,Dalton Risner,Dalton,Risner,Ankle,,Questionable,Ankle,,Full Participation in Practice,2022-09-30 19:52:34+00:00
2022,REG,DEN,4,00-0033297,DT,D.J. Jones,D.J.,Jones,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2022-09-30 19:52:34+00:00
2022,REG,DET,4,00-0034787,LB,Chris Board,Chris,Board,,,,Knee,,Full Participation in Practice,2022-09-30 19:54:43+00:00
2022,REG,DET,4,00-0035229,TE,T.J. Hockenson,T.J.,Hockenson,,,,Foot,,Full Participation in Practice,2022-09-30 19:55:02+00:00
2022,REG,DET,4,00-0036011,CB,Bobby Price,Bobby,Price,,,,Shin,,Full Participation in Practice,2022-09-30 19:54:50+00:00
2022,REG,DET,4,00-0034345,C,Frank Ragnow,Frank,Ragnow,,,,Foot,,Full Participation in Practice,2022-09-30 19:54:55+00:00
2022,REG,DET,4,00-0035265,DT,John Cominsky,John,Cominsky,Wrist,,Out,Wrist,,Did Not Participate In Practice,2022-09-30 19:55:55+00:00
2022,REG,DET,4,00-0036258,G,Jonah Jackson,Jonah,Jackson,Finger,,Out,Finger,,Did Not Participate In Practice,2022-09-30 19:56:01+00:00
2022,REG,DET,4,00-0035145,K,Austin Seibert,Austin,Seibert,right Groin,,Out,right Groin,,Did Not Participate In Practice,2022-09-30 19:55:43+00:00
2022,REG,DET,4,00-0036963,WR,Amon-Ra St. Brown,Amon-Ra,St. Brown,Ankle,,Out,Ankle,,Did Not Participate In Practice,2022-09-30 19:55:48+00:00
2022,REG,DET,4,00-0036275,RB,D'Andre Swift,D'Andre,Swift,Shoulder,Ankle,Out,Shoulder,Ankle,Did Not Participate In Practice,2022-09-30 19:55:38+00:00
2022,REG,DET,4,00-0034777,WR,D.J. Chark,D.J.,Chark,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-30 19:55:25+00:00
2022,REG,DET,4,00-0033943,WR,Josh Reynolds,Josh,Reynolds,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2022-09-30 19:55:25+00:00
2022,REG,GB,4,00-0036265,RB,A.J. Dillon,A.J.,Dillon,,,,Knee,,Full Participation in Practice,2022-09-30 20:10:43+00:00
2022,REG,GB,4,00-0038124,WR,Christian Watson,Christian,Watson,,,,Hamstring,,Full Participation in Practice,2022-09-30 20:10:43+00:00
2022,REG,GB,4,00-0030074,T,David Bakhtiari,David,Bakhtiari,,,,Knee,,Limited Participation in Practice,2022-09-30 20:11:53+00:00
2022,REG,GB,4,00-0036239,LB,Jonathan Garvin,Jonathan,Garvin,,,,Hip,,Limited Participation in Practice,2022-09-30 20:12:02+00:00
2022,REG,GB,4,00-0035526,G,Elgton Jenkins,Elgton,Jenkins,,,,Knee,,Limited Participation in Practice,2022-09-30 20:10:43+00:00
2022,REG,GB,4,00-0034521,WR,Allen Lazard,Allen,Lazard,,,,Ankle,,Limited Participation in Practice,2022-09-30 20:10:43+00:00
2022,REG,GB,4,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,,,,Groin,,Limited Participation in Practice,2022-09-30 20:12:11+00:00
2022,REG,GB,4,00-0037122,T,Caleb Jones,Caleb,Jones,Illness,,Out,Illness,,Did Not Participate In Practice,2022-09-30 20:12:29+00:00
2022,REG,GB,4,00-0034728,CB,Jaire Alexander,Jaire,Alexander,Groin,,Questionable,Groin,,Limited Participation in Practice,2022-09-30 20:12:14+00:00
2022,REG,HOU,4,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 19:27:06+00:00
2022,REG,HOU,4,00-0027881,DE,Jerry Hughes,Jerry,Hughes,,,,Not injury related - resting player,,Did Not Participate In Practice,2022-09-28 19:27:40+00:00
2022,REG,HOU,4,00-0035276,LB,Blake Cashman,Blake,Cashman,,,,Hip,,Full Participation in Practice,2022-09-30 19:16:39+00:00
2022,REG,HOU,4,00-0033131,DT,Maliek Collins,Maliek,Collins,,,,Knee,,Full Participation in Practice,2022-09-30 19:16:39+00:00
